SPECIES_NO:1	Prot_acc_1	SPECIES_NO:2	Prot_acc_2	D_n	D_s	Z-SCORE	Ka_Ks
Drosophila ananassae	EDV42191	Drosophila erecta	EDV49664	0.270808403534965	1.36169961023801	-10.6729069640689	0.198875289012993
Drosophila ananassae	EDV42191	Drosophila grimshawi	EDV90645	0.297936715002618	2.89471579760764	-3.64620729163249	0.102924340706901
Drosophila ananassae	EDV42191	Drosophila mojavensis	EDW14771	0.310835403317994	1.95016312222423	-7.7634755776145	0.159389437619698
Drosophila ananassae	EDV42191	Drosophila persimilis	EDW28012	0.326538409276951	1.24319329971274	-9.80198967927435	0.262661011246121
Drosophila ananassae	EDV42191	Drosophila sechellia	EDW42766	0.261482432350882	1.37815768380453	-10.7212624458513	0.189733319651084
Drosophila ananassae	EDV42191	Drosophila virilis	EDW59151	0.306243687998326	2.36865302409591	-5.76535356330662	0.129290227349874
Drosophila ananassae	EDV42191	Drosophila willistoni	EDW81694	0.339479861278942	2.65431397465722	-4.47523102208523	0.127897401935196
Drosophila ananassae	EDV42191	Drosophila yakuba	XP_002097060	0.263704453826576	1.51793683594782	-10.1721502586617	0.173725577758916
Drosophila ananassae	EDV42191	Drosophila simulans	XP_002104017	0.260201411493658	1.34259710776284	-10.8454720442938	0.193804537481263
Drosophila ananassae	EDV42191	Drosophila pseudoobscura	XP_001357983	0.335587216653359	1.30088307145074	-10.0774957501156	0.257968778300047
Drosophila ananassae	EDV42191	Drosophila melanogaster	NP_649979	0.255052378276932	1.68552029232042	-9.45730696423425	0.151319672292884
Drosophila erecta	EDV49664	Drosophila grimshawi	EDV90645	0.163017621218673	1.34984373069398	-11.9505714534164	0.120767772973885
Drosophila erecta	EDV49664	Drosophila mojavensis	EDW14771	0.168936227980009	1.09829918471857	-12.7471502764606	0.15381621905082
Drosophila erecta	EDV49664	Drosophila persimilis	EDW28012	0.220674357002362	0.79631185534311	-10.7837905791987	0.277120521968468
Drosophila erecta	EDV49664	Drosophila sechellia	EDW42766	0.015900378708561	0.173698013837892	-10.0608549521404	0.0915403599456263
Drosophila erecta	EDV49664	Drosophila virilis	EDW59151	0.164751113858857	1.31708184437254	-12.1947794388335	0.125087984898421
Drosophila erecta	EDV49664	Drosophila yakuba	XP_002097060	0.0188143006195076	0.192195361147105	-10.3843594886412	0.0978915438292359
Drosophila erecta	EDV49664	Drosophila simulans	XP_002104017	0.0144304595946327	0.1565450857978	-9.62503289188461	0.0921808533374954
Drosophila erecta	EDV49664	Drosophila pseudoobscura	XP_001357983	0.206508387478797	0.919554317289421	-12.0937630556331	0.224574430891178
Drosophila erecta	EDV49664	Drosophila melanogaster	NP_649979	0.0173543534561488	0.18596904032545	-10.3178050460778	0.0933185084236507
Drosophila grimshawi	EDV90645	Drosophila mojavensis	EDW14771	0.137361107824768	1.25271192696582	-12.6904358210024	0.10965099387013
Drosophila grimshawi	EDV90645	Drosophila persimilis	EDW28012	0.300238603136274	1.57393162219978	-9.26097646575228	0.190757081757243
Drosophila grimshawi	EDV90645	Drosophila sechellia	EDW42766	0.1553682015183	1.22205060673722	-12.5111142868259	0.127137289292071
Drosophila grimshawi	EDV90645	Drosophila virilis	EDW59151	0.153248023714309	1.3170518268211	-12.2673781246105	0.116356866596659
Drosophila grimshawi	EDV90645	Drosophila willistoni	EDW81694	0.211264202552724	2.67331241177093	-4.65399025679613	0.0790271281510164
Drosophila grimshawi	EDV90645	Drosophila yakuba	XP_002097060	0.157980527040612	1.29428704268329	-12.2053705353358	0.122059884577914
Drosophila grimshawi	EDV90645	Drosophila simulans	XP_002104017	0.149789526422926	1.18141803673462	-12.7196107656379	0.126787912293042
Drosophila grimshawi	EDV90645	Drosophila pseudoobscura	XP_001357983	0.302583261538112	1.83975592703046	-8.42705726910779	0.164469241322957
Drosophila grimshawi	EDV90645	Drosophila melanogaster	NP_649979	0.153006233162977	1.0968158095898	-12.889644691792	0.139500389969944
Drosophila mojavensis	EDW14771	Drosophila persimilis	EDW28012	0.320423538442589	0.919325598115015	-9.42374744686667	0.348541951947803
Drosophila mojavensis	EDW14771	Drosophila sechellia	EDW42766	0.164302546232021	1.13404371383046	-12.7470242094324	0.144882021943454
Drosophila mojavensis	EDW14771	Drosophila virilis	EDW59151	0.105816296701415	0.716790339963015	-13.6667932427826	0.147625171269572
Drosophila mojavensis	EDW14771	Drosophila willistoni	EDW81694	0.220806087741963	2.09538099126495	-7.49465656261489	0.105377536907341
Drosophila mojavensis	EDW14771	Drosophila yakuba	XP_002097060	0.164169030951208	1.20907311635239	-12.5433038299531	0.135780895903536
Drosophila mojavensis	EDW14771	Drosophila simulans	XP_002104017	0.162060807496971	1.1224021366741	-12.806395821336	0.14438747236992
Drosophila mojavensis	EDW14771	Drosophila pseudoobscura	XP_001357983	0.309120413914355	0.938927406385373	-10.1552374401818	0.32922717114456
Drosophila mojavensis	EDW14771	Drosophila melanogaster	NP_649979	0.154323258620105	1.26887075639208	-12.4559489302069	0.121622519742601
Drosophila persimilis	EDW28012	Drosophila sechellia	EDW42766	0.227333218803925	0.802201042733199	-10.6901543959206	0.283386840322935
Drosophila persimilis	EDW28012	Drosophila virilis	EDW59151	0.308997868696224	1.13932272047389	-10.2299767489317	0.271211890312957
Drosophila persimilis	EDW28012	Drosophila willistoni	EDW81694	0.34868902375404	1.62441135416588	-8.73161355440509	0.214655618393587
Drosophila persimilis	EDW28012	Drosophila yakuba	XP_002097060	0.235757978032904	0.711161789477503	-9.81371222292626	0.331511030993548
Drosophila persimilis	EDW28012	Drosophila simulans	XP_002104017	0.227122718331878	0.820279732424439	-10.7977647813902	0.276884469229282
Drosophila persimilis	EDW28012	Drosophila pseudoobscura	XP_001357983	0.0268065165623043	0.0419866161955474	-1.64419964920998	0.638453845326719
Drosophila persimilis	EDW28012	Drosophila melanogaster	NP_649979	0.230780077799298	0.869542863697542	-10.9593729601375	0.265403912140635
