SPECIES_NO:1	Prot_acc_1	SPECIES_NO:2	Prot_acc_2	D_n	D_s	Z-SCORE	Ka_Ks
Drosophila melanogaster	NP_651033	Drosophila ananassae	EDV43343	0.240383776037133	2.17665466165735	-7.03894194838084	0.110437259649677
Drosophila melanogaster	NP_651033	Drosophila erecta	EDV54159	0.0465614954603284	0.254606431410736	-10.1406799018542	0.182876352346396
Drosophila melanogaster	NP_651033	Drosophila mojavensis	EDW16163	0.246427079679401	1.72545219884253	-9.34341479090816	0.142818838936662
Drosophila melanogaster	NP_651033	Drosophila persimilis	EDW24545	0.35677729675652	1.307528702559	-9.30621155839556	0.272863835461709
Drosophila melanogaster	NP_651033	Drosophila sechellia	EDW43173	0.0755388809219885	0.15598783973728	-4.63334960999298	0.484261344020238
Drosophila melanogaster	NP_651033	Drosophila virilis	EDW67894	0.243202531566243	1.81102205188726	-8.90868453103698	0.13429020994681
Drosophila melanogaster	NP_651033	Drosophila willistoni	EDW84721	0.243712322077584	1.34070932413647	-11.0717421712424	0.181778643356983
Drosophila melanogaster	NP_651033	Drosophila yakuba	XP_002098276	0.0527980445678897	0.229191833443464	-6.59457042730358	0.23036616870083
Drosophila melanogaster	NP_651033	Drosophila simulans	XP_002104407	0.0102691090855536	0.0656669182682396	-5.88410603038934	0.156381772685081
Drosophila melanogaster	NP_651033	Drosophila pseudoobscura	XP_001358731	0.221201288067597	1.76409219056227	-9.26808783203252	0.125391002381284
Drosophila ananassae	EDV43343	Drosophila erecta	EDV54159	0.260010309910303	2.41858819616574	-5.75703190341709	0.107504994162505
Drosophila ananassae	EDV43343	Drosophila grimshawi	EDV91564	0.294006478444282	1.58265990025993	-9.69273683590933	0.185767313872042
Drosophila ananassae	EDV43343	Drosophila mojavensis	EDW16163	0.298062581194002	1.56104457135832	-9.74983461512189	0.190937905722095
Drosophila ananassae	EDV43343	Drosophila persimilis	EDW24545	0.450488173567787	1.26209748314943	-8.2542764642525	0.356936115935865
Drosophila ananassae	EDV43343	Drosophila sechellia	EDW43173	0.303298479478226	2.03050270073264	-7.4973543149445	0.149371128326395
Drosophila ananassae	EDV43343	Drosophila virilis	EDW67894	0.295678383237321	1.68741608871976	-9.21035371869805	0.1752255328214
Drosophila ananassae	EDV43343	Drosophila willistoni	EDW84721	0.28434188587911	2.91886522358292	-3.62749452673825	0.0974152158797108
Drosophila ananassae	EDV43343	Drosophila yakuba	XP_002098276	0.321857178731414	0.696379739731708	-5.77619126634803	0.462186304925262
Drosophila ananassae	EDV43343	Drosophila simulans	XP_002104407	0.248504766728596	1.96761960980559	-8.13901932437838	0.126297159008874
