SPECIES_NO:1	Prot_acc_1	SPECIES_NO:2	Prot_acc_2	D_n	D_s	Z-SCORE	Ka_Ks
Drosophila melanogaster	NP_001097987	Drosophila ananassae 	 EDV42041	0.188752725128087	1.04056870761763	-11.2777517108597	0.181393812581809
Drosophila melanogaster	NP_001097987	Drosophila grimshawi 	 EDV93939	0.369992472676609	1.99890753181928	-6.64967333585372	0.185097342816986
Drosophila melanogaster	NP_001097987	Drosophila mojavensis 	 EDW13941	0.352655642721864	1.43724164390236	-8.08931770370027	0.245369763823669
Drosophila melanogaster	NP_001097987	Drosophila persimilis 	 EDW38799	0.290532569726801	1.1670803011666	-9.62252480525818	0.248939656882554
Drosophila melanogaster	NP_001097987	Drosophila sechellia 	 EDW53619	0.0118843784001257	0.153991399978411	-9.67910726006792	0.0771755981294529
Drosophila melanogaster	NP_001097987	Drosophila virilis 	 EDW66501	0.382708568303591	2.55216814662635	-4.38537801110135	0.14995429231788
Drosophila melanogaster	NP_001097987	Drosophila yakuba 	 XP_002099492	0.0255631811955321	0.388693308064345	-13.7666184874532	0.0657669701668759
Drosophila melanogaster	NP_001097987	Drosophila simulans 	 XP_002105607	0.00592157036156186	0.159436322447326	-10.417794323767	0.0371406607394511
Drosophila melanogaster	NP_001097987	Drosophila pseudoobscura 	 XP_002137072	0.291377421169576	1.13696904349727	-9.61306057214119	0.256275597683216
Drosophila ananassae	EDV42041	Drosophila mojavensis 	 EDW13941	0.320619628638032	1.81057977556984	-7.07796554160506	0.177081194081672
Drosophila ananassae	EDV42041	Drosophila persimilis 	 EDW38799	0.220462611488199	1.91886860442798	-7.51666285617366	0.114891979044036
Drosophila ananassae	EDV42041	Drosophila sechellia 	 EDW53619	0.188819258285482	1.0225172193656	-11.2794003475313	0.184661201502926
Drosophila ananassae	EDV42041	Drosophila willistoni 	 EDW81707	0.506900838108313	1.9531150165009	-6.12193901893566	0.259534555735714
Drosophila ananassae	EDV42041	Drosophila yakuba 	 XP_002099492	0.181656386555995	1.15515880462296	-11.2429341510403	0.1572566350436
Drosophila ananassae	EDV42041	Drosophila simulans 	 XP_002105607	0.18336634740788	1.00575582861123	-11.3642309305345	0.182316962220419
Drosophila ananassae	EDV42041	Drosophila pseudoobscura 	 XP_002137072	0.214506323920313	1.74765019502026	-8.40166950968882	0.122739850647187
Drosophila grimshawi	EDV93939	Drosophila mojavensis 	 EDW13941	0.200962698133215	1.04296806983462	-10.0671503609973	0.192683461695123
Drosophila grimshawi	EDV93939	Drosophila persimilis 	 EDW38799	0.320539538844636	1.36658199509842	-8.93137156964449	0.234555657834165
Drosophila grimshawi	EDV93939	Drosophila sechellia 	 EDW53619	0.377095089051545	1.91741475188147	-6.95975015522913	0.196668503088087
Drosophila grimshawi	EDV93939	Drosophila virilis 	 EDW66501	0.222183422634869	1.04462046162113	-10.6825062830413	0.212692964380638
Drosophila grimshawi	EDV93939	Drosophila willistoni 	 EDW81707	0.541301213353048	1.87276341430301	-6.30364212570353	0.289038759097345
Drosophila grimshawi	EDV93939	Drosophila yakuba 	 XP_002099492	0.367226725743465	2.17627481865102	-5.90623409063551	0.168740970853623
Drosophila grimshawi	EDV93939	Drosophila simulans 	 XP_002105607	0.369738364593541	1.93516262219424	-6.92014603681645	0.191063200763098
Drosophila grimshawi	EDV93939	Drosophila pseudoobscura 	 XP_002137072	0.316919656100598	1.45270610930441	-8.75582175525451	0.218158135407269
Drosophila mojavensis	EDW13941	Drosophila persimilis 	 EDW38799	0.330722316086449	1.84743386475511	-6.88120106249691	0.17901713419673
