SPECIES_NO:1	Prot_acc_1	SPECIES_NO:2	Prot_acc_2	D_n	D_s	Z-SCORE	Ka_Ks
Drosophila ananassae	EDV38828	Drosophila ananassae	EDV38829	0.256756428479842	1.21519260247961	-11.6834341182393	0.21128866975978
Drosophila ananassae	EDV38828	Drosophila erecta	EDV51534	0.297318982898755	1.47294815897706	-10.5775343137741	0.201852985175825
Drosophila ananassae	EDV38828	Drosophila grimshawi	EDV96261	0.402625940629394	2.20121758371581	-6.45770843217716	0.182910559868295
Drosophila ananassae	EDV38828	Drosophila mojavensis	EDW17838	0.384220000800965	1.97207873514941	-7.43950564346975	0.194829949713877
Drosophila ananassae	EDV38828	Drosophila persimilis	EDW40253	0.311014509403483	1.74509233626814	-9.15781184013117	0.178222379950727
Drosophila ananassae	EDV38828	Drosophila sechellia	EDW41229	0.278247926868723	1.39187469398199	-10.9751336415904	0.199908747584661
Drosophila ananassae	EDV38828	Drosophila virilis	EDW69070	0.381421480748013	2.16419885935762	-6.61437448233935	0.17624142028299
Drosophila ananassae	EDV38828	Drosophila yakuba	XP_002094556	0.295468701671396	1.30331214006473	-11.1027854506407	0.226706015073811
Drosophila ananassae	EDV38828	Drosophila simulans	XP_002084613	0.28494527157216	1.35240061451631	-11.0207656911813	0.210695905128726
Drosophila ananassae	EDV38828	Drosophila melanogaster	NP_648555	0.295664540050619	1.32613972613249	-11.0492017135468	0.222951272949862
Drosophila ananassae	EDV38828	Drosophila pseudoobscura	EAL30861	0.296634335298526	1.85658128127052	-8.59993093953222	0.159774494276669
Drosophila ananassae	EDV38829	Drosophila erecta	EDV51534	0.157832680320235	1.16396210002447	-13.4718712220055	0.13559950132132
Drosophila ananassae	EDV38829	Drosophila grimshawi	EDV96261	0.373091876074369	1.66000218029529	-9.12040506034035	0.224753847014828
Drosophila ananassae	EDV38829	Drosophila mojavensis	EDW17838	0.368035384653973	1.01276092694461	-9.60954038518121	0.36339808819866
Drosophila ananassae	EDV38829	Drosophila persimilis	EDW40253	0.238840298338901	1.13352056262553	-12.2676219819221	0.210706630487305
Drosophila ananassae	EDV38829	Drosophila sechellia	EDW41229	0.167090821658465	1.09847976540193	-13.4215857381171	0.15211096910586
Drosophila ananassae	EDV38829	Drosophila virilis	EDW69070	0.339477179711886	1.50396108919669	-9.9839477659816	0.225722049692929
Drosophila ananassae	EDV38829	Drosophila willistoni	EDW79286	0.26884641600625	2.14920997812122	-7.01709709929723	0.125090809526796
Drosophila ananassae	EDV38829	Drosophila yakuba	XP_002094556	0.158980327941303	0.938539137422431	-13.7176583126255	0.169391260952549
Drosophila ananassae	EDV38829	Drosophila simulans	XP_002084613	0.167919352277684	1.04510564337905	-13.5418844196593	0.160672132373877
Drosophila ananassae	EDV38829	Drosophila melanogaster	NP_648555	0.162791819149654	1.06590935457687	-13.6072283926799	0.152725762702662
Drosophila ananassae	EDV38829	Drosophila pseudoobscura	EAL30861	0.256482528586427	1.18598552841603	-11.9653620313272	0.216261094626491
Drosophila erecta	EDV51534	Drosophila grimshawi	EDV96261	0.342730229128505	2.07365000710939	-7.36759496246463	0.165278724931148
Drosophila erecta	EDV51534	Drosophila mojavensis	EDW17838	0.336022353558401	1.16969199557613	-10.4748191614014	0.287274218195272
Drosophila erecta	EDV51534	Drosophila persimilis	EDW40253	0.248648412136992	1.11336623085827	-12.1416893006914	0.22333029801462
Drosophila erecta	EDV51534	Drosophila sechellia	EDW41229	0.0282247263671106	0.346517924127068	-13.8060909666833	0.0814524282927442
Drosophila erecta	EDV51534	Drosophila virilis	EDW69070	0.350498344887807	1.57992765680106	-9.73235380324434	0.221844553058508
Drosophila erecta	EDV51534	Drosophila willistoni	EDW79286	0.288047634793123	2.33861676657514	-6.00882762975428	0.123170088793541
Drosophila erecta	EDV51534	Drosophila yakuba	XP_002094556	0.0350747635438301	0.269822215970481	-11.8224887276761	0.129992126177139
Drosophila erecta	EDV51534	Drosophila simulans	XP_002084613	0.0222335374387477	0.342741195850248	-14.0883346623965	0.0648697551036789
Drosophila erecta	EDV51534	Drosophila melanogaster	NP_648555	0.0136544733724294	0.325695007542081	-14.3206370588881	0.0419241101528557
Drosophila erecta	EDV51534	Drosophila pseudoobscura	EAL30861	0.253253861058642	1.12115304348778	-12.0660044609352	0.225886967465922
Drosophila grimshawi	EDV96261	Drosophila mojavensis	EDW17838	0.298663869634945	1.49736522403936	-10.3583224061656	0.199459600663928
Drosophila grimshawi	EDV96261	Drosophila persimilis	EDW40253	0.332078492029259	1.80588873337937	-8.73827026891982	0.183886463153153
Drosophila grimshawi	EDV96261	Drosophila sechellia	EDW41229	0.349295869730734	1.51527937226009	-9.8700538377723	0.230515821785224
Drosophila grimshawi	EDV96261	Drosophila virilis	EDW69070	0.218127544313324	1.01745968238587	-12.6017240596063	0.214384459737835
Drosophila grimshawi	EDV96261	Drosophila willistoni	EDW79286	0.313377299933033	1.78999439964858	-8.50415667473476	0.175071665025632
Drosophila grimshawi	EDV96261	Drosophila yakuba	XP_002094556	0.322197651141031	1.59488178940336	-9.71337780723647	0.20201976929059
Drosophila grimshawi	EDV96261	Drosophila simulans	XP_002084613	0.350483633916812	1.5282673102497	-9.81501039281169	0.229333985989367
Drosophila grimshawi	EDV96261	Drosophila melanogaster	NP_648555	0.353670596638754	1.67567881881277	-9.25932983490957	0.211061089194487
Drosophila grimshawi	EDV96261	Drosophila pseudoobscura	EAL30861	0.341201149817988	1.80844834191037	-8.69611835278223	0.188670664188039
Drosophila mojavensis	EDW17838	Drosophila persimilis	EDW40253	0.345630724927069	1.41068413099427	-10.215261734686	0.245009295371788
Drosophila mojavensis	EDW17838	Drosophila sechellia	EDW41229	0.336289154855562	1.35862730959014	-10.3068142668796	0.247521268328553
Drosophila mojavensis	EDW17838	Drosophila virilis	EDW69070	0.22476795841577	1.01418987009604	-12.268340462246	0.221623154641137
Drosophila mojavensis	EDW17838	Drosophila willistoni	EDW79286	0.315632812277624	2.23237102798044	-6.38801940060181	0.141389047036311
Drosophila mojavensis	EDW17838	Drosophila yakuba	XP_002094556	0.314778164273401	1.44019156613565	-10.3203309772714	0.218566871015652
Drosophila mojavensis	EDW17838	Drosophila simulans	XP_002084613	0.336754552042329	1.29953917082975	-10.4035050172399	0.259133821897275
Drosophila mojavensis	EDW17838	Drosophila melanogaster	NP_648555	0.335290869196851	1.31640565815949	-10.3959707416246	0.254701783693055
Drosophila mojavensis	EDW17838	Drosophila pseudoobscura	EAL30861	0.335966226307645	1.35213147125613	-10.4058099531968	0.248471567632053
Drosophila persimilis	EDW40253	Drosophila sechellia	EDW41229	0.245423655627209	1.17022207607232	-12.1478749822196	0.209724000807555
Drosophila persimilis	EDW40253	Drosophila virilis	EDW69070	0.337496439281357	1.25363410075988	-10.6577838755654	0.269214469418776
Drosophila persimilis	EDW40253	Drosophila willistoni	EDW79286	0.267118724671066	2.47130072639785	-5.46533806803768	0.108088312287439
Drosophila persimilis	EDW40253	Drosophila yakuba	XP_002094556	0.242281912776886	0.999637896201832	-12.1704672953317	0.242369675757039
Drosophila persimilis	EDW40253	Drosophila simulans	XP_002084613	0.248195900684781	1.24428383039763	-11.9791360955872	0.199468878901582
Drosophila persimilis	EDW40253	Drosophila melanogaster	NP_648555	0.246388580165637	1.17858836201823	-12.1227254377615	0.209053973470192
Drosophila persimilis	EDW40253	Drosophila pseudoobscura	EAL30861	0.00518136775785876	0.0131390221567303	-1.85365140939171	0.394349571532206
Drosophila sechellia	EDW41229	Drosophila virilis	EDW69070	0.366581111341058	2.03874696980763	-7.51400457167895	0.179807066188134
Drosophila sechellia	EDW41229	Drosophila willistoni	EDW79286	0.284900839856849	1.54524037517479	-9.95931829037086	0.184373152833664
Drosophila sechellia	EDW41229	Drosophila yakuba	XP_002094556	0.0446104408711914	0.28886581144545	-11.6676625839187	0.154433093511364
Drosophila sechellia	EDW41229	Drosophila simulans	XP_002084613	0.00907334462018146	0.0638198023522885	-6.24442103974244	0.14217130554708
Drosophila sechellia	EDW41229	Drosophila melanogaster	NP_648555	0.0143078260643292	0.128375758930721	-9.01038544687642	0.11145270870064
Drosophila sechellia	EDW41229	Drosophila pseudoobscura	EAL30861	0.25046119311923	1.19448065763488	-12.0407461846333	0.2096820836054
Drosophila virilis	EDW69070	Drosophila willistoni	EDW79286	0.303174388710909	2.60630042267143	-4.7715168409113	0.116323654047586
Drosophila virilis	EDW69070	Drosophila yakuba	XP_002094556	0.345913777119066	1.79052664485853	-8.84673893135553	0.19319108046359
Drosophila virilis	EDW69070	Drosophila simulans	XP_002084613	0.360953328127892	2.07616404192648	-7.35395448266197	0.173855880767957
Drosophila virilis	EDW69070	Drosophila melanogaster	NP_648555	0.35278949929562	1.9384545075083	-8.0811454750155	0.181995243081096
Drosophila virilis	EDW69070	Drosophila pseudoobscura	EAL30861	0.336719155921179	1.26098933760904	-10.6618787825623	0.267027758188369
Drosophila willistoni	EDW79286	Drosophila yakuba	XP_002094556	0.268317533668707	1.46248760583221	-10.4416541933383	0.183466535099984
Drosophila willistoni	EDW79286	Drosophila simulans	XP_002084613	0.28086367182032	1.65489522749889	-9.5014472422951	0.169716890322296
Drosophila willistoni	EDW79286	Drosophila melanogaster	NP_648555	0.282294969964641	1.81008576435438	-8.72471975941731	0.155956682011324
Drosophila willistoni	EDW79286	Drosophila pseudoobscura	EAL30861	0.271038461702579	2.78249259455257	-4.15979332859245	0.0974085114307958
Drosophila yakuba	XP_002094556	Drosophila simulans	XP_002084613	0.0357525765135977	0.279158436115407	-12.0013516064616	0.128072706707732
Drosophila yakuba	XP_002094556	Drosophila melanogaster	NP_648555	0.031694856967412	0.266735791861651	-11.9736831302025	0.11882491189578
Drosophila yakuba	XP_002094556	Drosophila pseudoobscura	EAL30861	0.246409757244133	1.02718714582152	-12.1372200037157	0.239887890192649
Drosophila simulans	XP_002084613	Drosophila melanogaster	NP_648555	0.00842341467712534	0.125687651527828	-9.54868321091371	0.0670186336902023
Drosophila simulans	XP_002084613	Drosophila pseudoobscura	EAL30861	0.252950232695607	1.27498780306437	-11.843607569617	0.198394237252822
Drosophila melanogaster	NP_648555	Drosophila pseudoobscura	EAL30861	0.251433931951683	1.20309916537423	-12.0133984324897	0.208988534933837
