SPECIES_NO:1	Prot_acc_1	SPECIES_NO:2	Prot_acc_2	D_n	D_s	Z-SCORE	Ka_Ks
Drosophila ananassae	EDV38073	Drosophila erecta	EDV56579	0.15606485916306	1.37438064289606	-15.6981020567611	0.113552864681071
Drosophila ananassae	EDV38073	Drosophila grimshawi	EDV90872	0.330457912927439	1.1967096055817	-12.9121547293163	0.27613876531626
Drosophila ananassae	EDV38073	Drosophila grimshawi	EDW01137	0.329209151653404	1.3450233164979	-12.8433487539008	0.244760925416952
Drosophila ananassae	EDV38073	Drosophila mojavensis	EDW08838	0.301448908889704	0.869599405817798	-12.6181783185237	0.346652615989557
Drosophila ananassae	EDV38073	Drosophila persimilis	EDW35506	0.294491181290766	0.916411877687621	-12.866242350328	0.321352427288322
Drosophila ananassae	EDV38073	Drosophila sechellia	EDW47297	0.22219206986341	0.83267541864166	-11.3558182926065	0.266841154294996
Drosophila ananassae	EDV38073	Drosophila virilis	EDW61760	0.310071315063097	1.06840818244043	-13.5398886558975	0.290218027303799
Drosophila ananassae	EDV38073	Drosophila yakuba	XP_002090377	0.147113029966388	1.62128649448205	-14.0893557882093	0.0907384539790334
Drosophila ananassae	EDV38073	Drosophila simulans	XP_002080942	0.158708130968354	1.46859541944049	-15.0545156940964	0.108067973566756
Drosophila ananassae	EDV38073	Drosophila pseudoobscura	XP_001361744	0.294972992918996	0.943572542833227	-13.0074000328309	0.312612946571435
Drosophila ananassae	EDV38073	Drosophila melanogaster	NP_610602	0.152959481715615	1.34464842286958	-15.9255415099398	0.113754256587895
Drosophila erecta	EDV56579	Drosophila grimshawi	EDV90872	0.339224321616134	1.18074745685068	-12.7724108388167	0.287296254290415
Drosophila erecta	EDV56579	Drosophila grimshawi	EDW01137	0.364981829597117	1.27407723913577	-12.5230865208026	0.286467584841788
Drosophila erecta	EDV56579	Drosophila mojavensis	EDW08838	0.34690940260409	1.33498518485058	-12.9683473342175	0.259860114210121
Drosophila erecta	EDV56579	Drosophila persimilis	EDW35506	0.324380427750971	1.25126298835024	-13.006400686362	0.259242406089752
Drosophila erecta	EDV56579	Drosophila sechellia	EDW47297	0.11996962262935	0.312911582075483	-7.61251353069654	0.383397833450633
Drosophila erecta	EDV56579	Drosophila virilis	EDW61760	0.32999427736383	1.08581269590977	-13.2152512644897	0.303914550462442
Drosophila erecta	EDV56579	Drosophila yakuba	XP_002090377	0.0360366029986792	0.293784410405636	-15.4041264714394	0.122663428426725
Drosophila erecta	EDV56579	Drosophila simulans	XP_002080942	0.0574062338778974	0.382657892267891	-16.0647140850537	0.150019730516125
Drosophila erecta	EDV56579	Drosophila pseudoobscura	XP_001361744	0.324125487988733	1.25745530252126	-13.0029702188224	0.257763029301197
Drosophila erecta	EDV56579	Drosophila melanogaster	NP_610602	0.0579571855124696	0.429365932516652	-16.9547647731006	0.134983195273002
Drosophila grimshawi	EDV90872	Drosophila grimshawi	EDW01137	0.00180927339909567	0.00905671382657073	-2.62798151981335	0.199771510256578
Drosophila grimshawi	EDV90872	Drosophila mojavensis	EDW08838	0.179186921603	0.605439581827834	-13.3260537656249	0.295961689623977
Drosophila grimshawi	EDV90872	Drosophila persimilis	EDW35506	0.336468748659737	0.945506323262489	-11.5228199259506	0.355860918516911
Drosophila grimshawi	EDV90872	Drosophila sechellia	EDW47297	0.37029410592365	0.87277619141966	-8.29488529385869	0.4242715481518
Drosophila grimshawi	EDV90872	Drosophila virilis	EDW61760	0.152761666203055	0.666222676206013	-15.1529912771995	0.22929520663121
Drosophila grimshawi	EDV90872	Drosophila willistoni	EDW73820	0.289472215667374	2.39148086303427	-7.04918613095042	0.121043082611205
Drosophila grimshawi	EDV90872	Drosophila yakuba	XP_002090377	0.310815980571805	1.28322068294032	-12.9836501348825	0.242215532140281
Drosophila grimshawi	EDV90872	Drosophila simulans	XP_002080942	0.343057527776514	1.35110828902274	-12.4878436373156	0.253908240045399
Drosophila grimshawi	EDV90872	Drosophila pseudoobscura	XP_001361744	0.343716245789626	0.958260136667846	-11.5464418655062	0.358687826653031
Drosophila grimshawi	EDV90872	Drosophila melanogaster	NP_610602	0.329004088274193	1.39201924277096	-12.5392302797639	0.236350244425698
Drosophila grimshawi	EDW01137	Drosophila mojavensis	EDW08838	0.185678066334875	0.647579819881219	-13.8287997082322	0.286726146545043
Drosophila grimshawi	EDW01137	Drosophila persimilis	EDW35506	0.335086144376748	0.970687613062465	-11.7505622576011	0.345204924702367
Drosophila grimshawi	EDW01137	Drosophila sechellia	EDW47297	0.374140543300946	0.834868499752867	-7.91064664003445	0.448143082906706
Drosophila grimshawi	EDW01137	Drosophila virilis	EDW61760	0.159864074117423	0.709573100409887	-15.5068413434453	0.225296130906142
Drosophila grimshawi	EDW01137	Drosophila willistoni	EDW73820	0.298488509323737	3.16693009492268	-3.55249078333163	0.0942516886628734
Drosophila grimshawi	EDW01137	Drosophila yakuba	XP_002090377	0.322391689429951	1.42430063075569	-12.5974918737887	0.226350871767079
Drosophila grimshawi	EDW01137	Drosophila simulans	XP_002080942	0.345032918580832	1.40746926740348	-12.4699978973538	0.245144193604564
Drosophila grimshawi	EDW01137	Drosophila pseudoobscura	XP_001361744	0.343912647420358	0.983751309621436	-11.7376540560522	0.349593077088457
Drosophila grimshawi	EDW01137	Drosophila melanogaster	NP_610602	0.330641885535457	1.4409247227624	-12.5143774695331	0.229465065254473
Drosophila mojavensis	EDW08838	Drosophila persimilis	EDW35506	0.359440791763414	0.767883285873077	-9.47004908528835	0.468093001079888
Drosophila mojavensis	EDW08838	Drosophila sechellia	EDW47297	0.339323320804184	0.816496468361209	-8.39252028334334	0.415584554193162
Drosophila mojavensis	EDW08838	Drosophila virilis	EDW61760	0.0956811349884599	0.585383121542806	-17.531033204602	0.1634504505977
