SPECIES_NO:1	Prot_acc_1	SPECIES_NO:2	Prot_acc_2	D_n	D_s	Z-SCORE	Ka_Ks
Drosophila pseudoobscura	XP_001358280	Drosophila ananassae 	 EDV30413	0.0408823839888967	0.883459225706329	-15.7338676655878	0.04627534899102
Drosophila pseudoobscura	XP_001358280	Drosophila erecta 	 EDV53462	0.0406633156423641	0.762798485312842	-15.7945331556275	0.0533080707753203
Drosophila pseudoobscura	XP_001358280	Drosophila grimshawi 	 EDV92783	0.0537492330882882	1.28952046897582	-13.8282441724575	0.0416815664283156
Drosophila pseudoobscura	XP_001358280	Drosophila mojavensis 	 EDW14528	0.0566469443469061	0.937057210144067	-15.2809228030064	0.0604519593186813
Drosophila pseudoobscura	XP_001358280	Drosophila persimilis 	 EDW24004	0.0136467090487046	0.0585663277285774	-4.92925869565444	0.233012886038365
Drosophila pseudoobscura	XP_001358280	Drosophila sechellia 	 EDW45199	0.0429103927268798	0.80644017179286	-15.7530566797375	0.0532096418652884
Drosophila pseudoobscura	XP_001358280	Drosophila virilis 	 EDW67420	0.0474162746032739	1.0451225078374	-15.1344517050195	0.0453691067293049
Drosophila pseudoobscura	XP_001358280	Drosophila willistoni 	 EDW81389	0.0630861806865524	1.51917513490918	-12.2781977760714	0.0415266016648725
Drosophila pseudoobscura	XP_001358280	Drosophila yakuba 	 XP_002098834	0.0354026713569576	0.827307436347596	-15.9258779719966	0.0427926424948549
Drosophila pseudoobscura	XP_001358280	Drosophila simulans 	 XP_002105127	0.041455049358133	0.815174343003341	-15.7869420149365	0.0508542126159178
Drosophila pseudoobscura	XP_001358280	Drosophila melanogaster 	 NP_651535	0.0407718966264364	0.764286659652186	-15.7928449153042	0.0533463408153572
Drosophila ananassae	EDV30413	Drosophila erecta 	 EDV53462	0.0490426273170032	0.716931483580858	-15.4972343366353	0.0684062960550287
Drosophila ananassae	EDV30413	Drosophila grimshawi 	 EDV92783	0.0637847401367431	1.89129046718303	-9.66690691182845	0.0337255124178502
Drosophila ananassae	EDV30413	Drosophila mojavensis 	 EDW14528	0.0737933370009828	1.41220671351198	-12.8544591730325	0.0522539202617641
Drosophila ananassae	EDV30413	Drosophila persimilis 	 EDW24004	0.0546990549841326	0.908698023547602	-15.2478846429585	0.0601949751916316
Drosophila ananassae	EDV30413	Drosophila sechellia 	 EDW45199	0.0566145339984571	0.660575591195133	-15.0942422541732	0.0857048530903609
Drosophila ananassae	EDV30413	Drosophila virilis 	 EDW67420	0.0668750426729974	1.44553302939035	-12.7118213773689	0.0462632408345603
Drosophila ananassae	EDV30413	Drosophila willistoni 	 EDW81389	0.0727302828972639	2.15652929344987	-7.88750338113613	0.0337256178796974
Drosophila ananassae	EDV30413	Drosophila yakuba 	 XP_002098834	0.0474638880462671	0.746708592925097	-15.5958070958913	0.0635641379997193
Drosophila ananassae	EDV30413	Drosophila simulans 	 XP_002105127	0.0521165508027186	0.712932157380528	-15.4009855568375	0.0731016973539339
Drosophila ananassae	EDV30413	Drosophila melanogaster 	 NP_651535	0.0529574284381615	0.668437439560156	-15.2370705365854	0.0792257065567849
Drosophila erecta	EDV53462	Drosophila grimshawi 	 EDV92783	0.0707827967257838	1.41530223677428	-12.8660660327415	0.0500124954844345
Drosophila erecta	EDV53462	Drosophila mojavensis 	 EDW14528	0.0699391141362363	1.14964428811335	-14.3413868047501	0.0608354382824026
Drosophila erecta	EDV53462	Drosophila persimilis 	 EDW24004	0.0544808323862296	0.758165094199499	-15.276228652429	0.0718587980415435
Drosophila erecta	EDV53462	Drosophila sechellia 	 EDW45199	0.0135283126744223	0.206443518251022	-11.3362866239326	0.065530333860968
Drosophila erecta	EDV53462	Drosophila virilis 	 EDW67420	0.0710612227876107	1.18791512673984	-14.1478358625826	0.0598201177744357
Drosophila erecta	EDV53462	Drosophila willistoni 	 EDW81389	0.07304436353318	2.49484434321262	-5.93644096396579	0.0292781245979942
Drosophila erecta	EDV53462	Drosophila yakuba 	 XP_002098834	0.012072695281631	0.173048290758279	-10.4953056748236	0.0697648918040726
Drosophila erecta	EDV53462	Drosophila simulans 	 XP_002105127	0.0106700080595739	0.223483510538959	-11.9940951649771	0.0477440507079999
Drosophila erecta	EDV53462	Drosophila melanogaster 	 NP_651535	0.015004072666465	0.228207660389736	-11.7788106552383	0.0657474540549639
Drosophila grimshawi	EDV92783	Drosophila mojavensis 	 EDW14528	0.0360088484935648	0.929395679466973	-15.7165177891827	0.0387443682912499
Drosophila grimshawi	EDV92783	Drosophila persimilis 	 EDW24004	0.0636566438218381	1.33454808471196	-13.3115613045875	0.0476990260231631
Drosophila grimshawi	EDV92783	Drosophila sechellia 	 EDW45199	0.0676938216241827	1.38462040388784	-13.0909088620416	0.0488898050571168
Drosophila grimshawi	EDV92783	Drosophila virilis 	 EDW67420	0.0316783740361206	0.935478098557787	-15.7885460708854	0.0338632984406142
Drosophila grimshawi	EDV92783	Drosophila willistoni 	 EDW81389	0.0720583486189285	1.73789612271198	-10.6799345520081	0.041462977952032
Drosophila grimshawi	EDV92783	Drosophila yakuba 	 XP_002098834	0.0691217675464449	1.32232975968273	-13.451471971269	0.0522727156674061
Drosophila grimshawi	EDV92783	Drosophila simulans 	 XP_002105127	0.0693094405527839	1.31869301127658	-13.4705294088247	0.0525591930495542
Drosophila grimshawi	EDV92783	Drosophila melanogaster 	 NP_651535	0.0663211067098041	1.18432717905682	-14.2320707680258	0.0559989738330765
Drosophila mojavensis	EDW14528	Drosophila persimilis 	 EDW24004	0.0728523762081556	0.917757640207394	-14.8358772130291	0.0793808441536836
Drosophila mojavensis	EDW14528	Drosophila sechellia 	 EDW45199	0.0660582484746488	0.944144144103528	-15.0788070801996	0.0699662746278764
Drosophila mojavensis	EDW14528	Drosophila virilis 	 EDW67420	0.0257350190394931	0.554041118912307	-15.5719419862937	0.0464496553793986
Drosophila mojavensis	EDW14528	Drosophila willistoni 	 EDW81389	0.0623890385293211	1.71904544258658	-10.8769448928908	0.0362928384461127
Drosophila mojavensis	EDW14528	Drosophila yakuba 	 XP_002098834	0.0674945572376549	0.986404274203454	-14.959140174325	0.068424842635803
Drosophila mojavensis	EDW14528	Drosophila simulans 	 XP_002105127	0.0676787382797734	0.954173596041976	-15.0275566990678	0.0709291669361978
Drosophila mojavensis	EDW14528	Drosophila melanogaster 	 NP_651535	0.062350425182407	1.00125080004925	-15.0149434240828	0.0622725346929459
Drosophila persimilis	EDW24004	Drosophila sechellia 	 EDW45199	0.0579956624631825	0.845502647784853	-15.2372830263401	0.0685931174965878
Drosophila persimilis	EDW24004	Drosophila virilis 	 EDW67420	0.062741172124219	1.08308544900654	-14.5883887914204	0.0579281830272658
Drosophila persimilis	EDW24004	Drosophila willistoni 	 EDW81389	0.0814089773643572	1.61967469015172	-11.3315439383018	0.0502625483125451
Drosophila persimilis	EDW24004	Drosophila yakuba 	 XP_002098834	0.0501347272682752	0.812806594641493	-15.4257126862703	0.0616810045572874
Drosophila persimilis	EDW24004	Drosophila simulans 	 XP_002105127	0.056491094508243	0.827309929445868	-15.2751177631963	0.0682828677592214
Drosophila persimilis	EDW24004	Drosophila melanogaster 	 NP_651535	0.0558017878190735	0.800485684809276	-15.2845796126316	0.0697099134663088
Drosophila sechellia	EDW45199	Drosophila virilis 	 EDW67420	0.0710700125297932	1.12415033498315	-14.4342444722329	0.0632210926938509
Drosophila sechellia	EDW45199	Drosophila willistoni 	 EDW81389	0.0707161554814738	2.5508980362466	-5.65426041439829	0.0277220627703041
Drosophila sechellia	EDW45199	Drosophila yakuba 	 XP_002098834	0.0130293864330431	0.215512839363915	-11.6129083141476	0.0604575879168
Drosophila sechellia	EDW45199	Drosophila simulans 	 XP_002105127	0.00283085969490273	0.0457808000780586	-5.82130123377689	0.0618350856707608
Drosophila sechellia	EDW45199	Drosophila melanogaster 	 NP_651535	0.00710821574763969	0.0990837915488086	-8.21946435256425	0.0717394402911821
Drosophila virilis	EDW67420	Drosophila willistoni 	 EDW81389	0.0590420291337895	1.86201885709383	-9.89593924787093	0.0317086096678635
Drosophila virilis	EDW67420	Drosophila yakuba 	 XP_002098834	0.0706883769688117	1.1838121668841	-14.1727470935359	0.0597124940478267
Drosophila virilis	EDW67420	Drosophila simulans 	 XP_002105127	0.0719194948263959	1.05021045232097	-14.6961128294041	0.0684810312708786
Drosophila virilis	EDW67420	Drosophila melanogaster 	 NP_651535	0.0665896577440748	0.996122133436456	-14.9510220638606	0.0668488888148199
Drosophila willistoni	EDW81389	Drosophila yakuba 	 XP_002098834	0.0705938801436093	1.77836678381735	-10.4253861935233	0.039695905696167
Drosophila willistoni	EDW81389	Drosophila simulans 	 XP_002105127	0.0707862176138976	2.62238067109984	-5.30211488817524	0.0269931129351291
Drosophila willistoni	EDW81389	Drosophila melanogaster 	 NP_651535	0.0662349220155744	1.99524025813015	-8.96279315174382	0.0331964643083369
Drosophila yakuba	XP_002098834	Drosophila simulans 	 XP_002105127	0.0101768680424245	0.245097728323346	-12.5257633663139	0.0415216742808755
Drosophila yakuba	XP_002098834	Drosophila melanogaster 	 NP_651535	0.0145006695932853	0.275094581466136	-12.847660599941	0.0527115783815258
Drosophila simulans	XP_002105127	Drosophila melanogaster 	 NP_651535	0.00426087073342618	0.119156069927513	-9.41377447001599	0.0357587384009748
