SPECIES_NO:1	Prot_acc_1	SPECIES_NO:2	Prot_acc_2	D_n	D_s	Z-SCORE	Ka_Ks
Drosophila ananassae	EDV34317	Drosophila grimshawi	EDV99935	0.0515826425978345	0.999600595741354	-15.6292409347438	0.0516032531569053
Drosophila ananassae	EDV34317	Drosophila mojavensis	EDW05909	0.0424685755660447	0.947337001608951	-15.8877404176161	0.0448294276418174
Drosophila ananassae	EDV34317	Drosophila persimilis	EDW26804	0.0147194733425613	0.605318579931871	-16.7474589896891	0.0243169032482334
Drosophila ananassae	EDV34317	Drosophila virilis	EDW66214	0.0284885349247273	0.830978706185996	-16.2668418431201	0.0342831106412861
Drosophila ananassae	EDV34317	Drosophila willistoni	EDW82679	0.0639899097086272	0.63831094892345	-15.2267030486993	0.100248804781666
Drosophila ananassae	EDV34317	Drosophila yakuba	XP_002101237	0.00934383609429338	0.473746572681948	-16.2060626369308	0.019723279561468
Drosophila ananassae	EDV34317	Drosophila simulans	XP_002106407	0.0360069143897705	0.481916545832913	-14.8725451619047	0.0747160783358008
Drosophila ananassae	EDV34317	Drosophila melanogaster	NP_572407	0.0106715895577324	0.469096765299756	-16.1082463535467	0.0227492286179232
Drosophila grimshawi	EDV99935	Drosophila mojavensis	EDW05909	0.0436887351279386	0.349509059555514	-12.7955500304662	0.125000293793527
Drosophila grimshawi	EDV99935	Drosophila persimilis	EDW26804	0.0589495628201291	0.715997586276454	-15.6029231626358	0.0823320691996972
Drosophila grimshawi	EDV99935	Drosophila virilis	EDW66214	0.0285044862188944	0.280032595167497	-12.1743269205914	0.101789887001707
Drosophila grimshawi	EDV99935	Drosophila willistoni	EDW82679	0.0525522707977329	0.473197100543082	-14.2075261842437	0.111057888430465
Drosophila grimshawi	EDV99935	Drosophila yakuba	XP_002101237	0.0532273836010569	0.690262260267637	-15.6935491658611	0.0771118264243781
Drosophila grimshawi	EDV99935	Drosophila simulans	XP_002106407	0.0511070986100491	0.792205688577474	-15.9656836379999	0.0645124105354756
Drosophila grimshawi	EDV99935	Drosophila melanogaster	NP_572407	0.0495504021407466	0.769194104498892	-15.9637373851866	0.0644185932405544
Drosophila mojavensis	EDW05909	Drosophila persimilis	EDW26804	0.0540102979129553	0.699320826957845	-15.6746082431483	0.0772325030671668
Drosophila mojavensis	EDW05909	Drosophila virilis	EDW66214	0.0238644533432938	0.19761514741512	-10.3746803060453	0.120762267748448
Drosophila mojavensis	EDW05909	Drosophila willistoni	EDW82679	0.0574129087962399	0.462093408688522	-13.8863974841845	0.124245245045119
Drosophila mojavensis	EDW05909	Drosophila yakuba	XP_002101237	0.0556458484684546	0.652916041913602	-15.4509674141916	0.0852266522742568
Drosophila mojavensis	EDW05909	Drosophila simulans	XP_002106407	0.05951998684224	0.770658105389234	-15.7009138287476	0.0772326748087317
Drosophila mojavensis	EDW05909	Drosophila melanogaster	NP_572407	0.0548300857484647	0.727532764039286	-15.7258017423427	0.0753644213135451
Drosophila persimilis	EDW26804	Drosophila virilis	EDW66214	0.0342053852687888	0.653096243740514	-15.9370906555315	0.0523741877198411
Drosophila persimilis	EDW26804	Drosophila willistoni	EDW82679	0.0630779464863813	0.485649106771787	-13.9268906311456	0.129883789770919
Drosophila persimilis	EDW26804	Drosophila yakuba	XP_002101237	0.0138098786224676	0.498956118463863	-16.2030976335159	0.0276775413937884
Drosophila persimilis	EDW26804	Drosophila simulans	XP_002106407	0.0439218969060593	0.540233332125575	-15.0596159254071	0.0813017159330883
Drosophila persimilis	EDW26804	Drosophila melanogaster	NP_572407	0.0160362456640607	0.496973727475496	-16.0930336321873	0.0322677936025329
Drosophila virilis	EDW66214	Drosophila willistoni	EDW82679	0.030205424353455	0.444316250554702	-14.6724741780972	0.0679818132146761
Drosophila virilis	EDW66214	Drosophila yakuba	XP_002101237	0.0313515417961581	0.609477928409071	-15.8606345922661	0.0514399953382981
Drosophila virilis	EDW66214	Drosophila simulans	XP_002106407	0.0210234859601885	0.612342633074814	-16.0194067435142	0.0343328797059601
Drosophila virilis	EDW66214	Drosophila melanogaster	NP_572407	0.0305792815701133	0.680973815298644	-16.1289122259277	0.044905223788528
Drosophila willistoni	EDW82679	Drosophila yakuba	XP_002101237	0.0628777067082752	0.535322388839131	-14.45104906825	0.117457644251772
Drosophila willistoni	EDW82679	Drosophila simulans	XP_002106407	0.0696555937548328	0.542082895126587	-14.2993958068503	0.128496203036561
Drosophila willistoni	EDW82679	Drosophila melanogaster	NP_572407	0.0601829922430992	0.506522261157366	-14.2746342886688	0.118816085408735
Drosophila yakuba	XP_002101237	Drosophila simulans	XP_002106407	0.0309394701290159	0.241678585554669	-11.1471186716661	0.128019079795621
Drosophila yakuba	XP_002101237	Drosophila melanogaster	NP_572407	0	0.201683977327343	-12.7682901963283	-0
Drosophila simulans	XP_002106407	Drosophila melanogaster	NP_572407	0.030888782816722	0.0710590256920246	-3.78879820928033	0.434691898965747
