SPECIES_NO:1	Prot_acc_1	SPECIES_NO:2	Prot_acc_2	D_n	D_s	Z-SCORE	Ka_Ks
Drosophila ananassae	EDV42480	Drosophila erecta	EDV53792	0.22038386543033	1.47433666740548	-10.4930312999176	0.149480013827615
Drosophila ananassae	EDV42480	Drosophila sechellia	EDW43562	0.218899972671379	1.43191245956388	-10.6880207628877	0.152872454743532
Drosophila ananassae	EDV42480	Drosophila yakuba	XP_002099167	0.227851570472581	1.57221371575753	-10.0329857847095	0.144924044478773
Drosophila ananassae	EDV42480	Drosophila simulans	XP_002104793	0.216860266241994	1.54346536645735	-10.2060299492461	0.140502191338277
Drosophila ananassae	EDV42480	Drosophila pseudoobscura	XP_001357546	0.43194123163809	2.85247691535603	-3.54645452513163	0.151426722969352
Drosophila ananassae	EDV42480	Drosophila melanogaster	NP_651298	0.210987508938529	1.46182669391723	-10.6340130307724	0.144331410704473
Drosophila ananassae	EDV42480	Drosophila melanogaster	NP_733050	0.301525172984267	1.19567137032793	-8.69602275448709	0.25218064132586
Drosophila erecta	EDV53792	Drosophila sechellia	EDW43562	0.0566080779314712	0.389646870075243	-11.8789923775553	0.145280463617069
Drosophila erecta	EDV53792	Drosophila yakuba	XP_002099167	0.0521648583554606	0.321348670389827	-10.9069885212527	0.162331022848732
Drosophila erecta	EDV53792	Drosophila simulans	XP_002104793	0.0599360307550212	0.362787978755934	-11.2848845666839	0.165209528057001
Drosophila erecta	EDV53792	Drosophila pseudoobscura	XP_001357546	0.409789186294494	1.7568963796395	-7.87867404530532	0.233246075888994
Drosophila erecta	EDV53792	Drosophila melanogaster	NP_651298	0.0557803774749989	0.35864614707583	-11.4133265359987	0.155530396547673
Drosophila erecta	EDV53792	Drosophila melanogaster	NP_733050	0.171937107126916	0.32957856913653	-4.65884070311991	0.521687765006621
Drosophila mojavensis	EDW13939	Drosophila sechellia	EDW43562	0.454685919258557	2.99139920501001	-3.02152809917799	0.151997740220378
Drosophila mojavensis	EDW13939	Drosophila virilis	EDW66499	0.238992391886545	1.23168983625114	-10.9648225131643	0.194036180905706
Drosophila mojavensis	EDW13939	Drosophila simulans	XP_002104793	0.461459854111739	3.79762408773985	-1.37273466473254	0.121512778371483
Drosophila mojavensis	EDW13939	Drosophila pseudoobscura	XP_001357546	0.438959267340759	2.54404867357414	-4.55306307485055	0.172543580592766
Drosophila mojavensis	EDW13939	Drosophila melanogaster	NP_651298	0.445372834965661	4.3922082371643	-0.737541374305997	0.101400664749266
Drosophila mojavensis	EDW13939	Drosophila melanogaster	NP_733050	0.549975871611461	0.971679464889555	-4.69053281193319	0.566005448796814
Drosophila sechellia	EDW43562	Drosophila yakuba	XP_002099167	0.0621284644320394	0.485090952472183	-12.8751492935821	0.128075908477394
Drosophila sechellia	EDW43562	Drosophila simulans	XP_002104793	0.0108263253769584	0.0734704619866858	-6.03715616716882	0.147356163064829
Drosophila sechellia	EDW43562	Drosophila pseudoobscura	XP_001357546	0.41137932251937	1.58788640224701	-8.44148600620597	0.259073521844655
Drosophila sechellia	EDW43562	Drosophila melanogaster	NP_651298	0.0155124454423714	0.175140273360328	-9.71425824419032	0.0885715497911584
Drosophila sechellia	EDW43562	Drosophila melanogaster	NP_733050	0.122128447928559	0.186266227995529	-2.58141967619156	0.655666082052676
Drosophila virilis	EDW66499	Drosophila pseudoobscura	XP_001357546	0.405107763391952	2.59144845219931	-4.40843309984831	0.156324839511334
Drosophila virilis	EDW66499	Drosophila melanogaster	NP_733050	0.564129894098629	1.40280194741038	-6.01487210520645	0.402145074819744
Drosophila yakuba	XP_002099167	Drosophila simulans	XP_002104793	0.0618576025159935	0.466460467394166	-12.6794635248905	0.132610600125568
Drosophila yakuba	XP_002099167	Drosophila pseudoobscura	XP_001357546	0.426637936649845	1.48998673502581	-8.60610364675541	0.286336734831706
Drosophila yakuba	XP_002099167	Drosophila melanogaster	NP_651298	0.0554574299935287	0.426651451511754	-12.4547640729101	0.129982986808146
Drosophila yakuba	XP_002099167	Drosophila melanogaster	NP_733050	0.16431802246028	0.423608285434986	-6.74895444380885	0.387900870001984
Drosophila simulans	XP_002104793	Drosophila pseudoobscura	XP_001357546	0.415071536625378	1.81976346369544	-7.60448989293842	0.228090927698088
Drosophila simulans	XP_002104793	Drosophila melanogaster	NP_651298	0.0202320658937069	0.135329307557713	-7.93081672537501	0.149502471111652
Drosophila simulans	XP_002104793	Drosophila melanogaster	NP_733050	0.133870433939211	0.153012832385588	-0.806353740509759	0.874896777296829
Drosophila pseudoobscura	XP_001357546	Drosophila melanogaster	NP_651298	0.403967973094993	1.71745048158036	-8.06296385754303	0.235213752843267
Drosophila pseudoobscura	XP_001357546	Drosophila melanogaster	NP_733050	0.570098825399776	0.809136599661952	-3.09373633074673	0.70457673727521
Drosophila melanogaster	NP_651298	Drosophila melanogaster	NP_733050	0.105673993816435	0.0967478486469419	0.457887998878289	1.09226194994854
